SKU_ID,Warehouse_ID,Current_Stock,Safety_Stock,Reorder_Point,Snapshot_Date,Lead_Time_Days,Inventory_Value
SKU0105,WH7,517,210,253,5/10/2025,18,289633
SKU0044,WH8,908,64,437,12/26/2025,26,90454
SKU0014,WH3,459,87,196,4/12/2026,28,261489
SKU0493,WH1,178,277,150,5/11/2026,18,138076
SKU0440,WH8,1098,185,123,7/9/2025,18,268887
SKU0212,WH3,1179,163,109,5/10/2026,13,23044
SKU0314,WH2,326,139,112,6/2/2025,3,215803
SKU0427,WH5,354,248,117,1/21/2026,4,98437
SKU0443,WH3,1142,59,238,8/16/2024,12,59093
SKU0183,WH4,1314,195,285,7/31/2025,21,269148
SKU0293,WH2,275,75,120,3/11/2026,29,261079
SKU0162,WH8,970,53,396,12/3/2025,5,202505
SKU0231,WH7,724,218,415,9/12/2025,27,69895
SKU0430,WH8,1281,284,470,5/18/2026,4,165553
SKU0432,WH3,532,249,145,1/9/2025,9,270921
SKU0218,WH6,1370,138,155,6/19/2025,21,96803
SKU0424,WH1,169,259,107,3/8/2024,26,220684
SKU0020,WH7,917,288,471,12/2/2023,26,40400
SKU0426,WH5,697,182,185,2/14/2025,5,276568
SKU0072,WH5,803,53,428,5/5/2026,5,11297
SKU0235,WH5,606,156,104,3/29/2025,12,88934
SKU0448,WH5,143,57,482,5/11/2024,20,245969
SKU0151,WH4,804,51,241,9/3/2024,21,30703
SKU0051,WH8,243,180,144,2/12/2025,6,34241
SKU0355,WH3,1428,293,302,3/1/2024,27,285202
SKU0140,WH5,1344,79,406,6/22/2025,19,55170
SKU0435,WH4,186,184,285,9/22/2023,23,266598
SKU0128,WH8,247,291,322,7/27/2025,24,242109
SKU0259,WH4,232,93,170,2/26/2024,27,226096
SKU0007,WH5,108,201,206,5/19/2024,19,30300
SKU0165,WH6,674,167,284,6/17/2025,11,299823
SKU0492,WH5,648,56,463,7/19/2025,25,237075
SKU0020,WH4,1371,149,384,2/21/2024,21,288407
SKU0250,WH4,588,50,302,8/8/2023,5,228709
SKU0216,WH1,1174,79,472,6/10/2024,24,63326
SKU0186,WH8,1332,289,112,1/16/2024,26,234472
SKU0345,WH4,688,113,316,9/18/2023,11,75615
SKU0275,WH7,875,275,468,7/18/2025,16,142494
SKU0027,WH1,106,107,149,8/11/2025,8,197527
SKU0205,WH6,414,110,283,10/30/2025,22,205249
SKU0342,WH8,684,119,161,9/4/2023,3,255795
SKU0420,WH2,429,242,199,8/25/2024,13,88976
SKU0444,WH2,270,139,282,10/30/2025,17,9371
SKU0245,WH8,848,280,456,12/28/2024,16,121355
SKU0023,WH1,1485,80,383,3/25/2025,13,17304
SKU0468,WH2,537,239,295,8/23/2023,11,242060
SKU0256,WH4,111,217,111,6/7/2025,19,29344
SKU0414,WH7,1068,153,465,8/26/2023,7,184839
SKU0248,WH4,1474,115,432,8/18/2025,15,132481
SKU0126,WH5,1218,188,445,1/6/2026,6,270205
SKU0467,WH3,1230,158,137,8/20/2023,13,160130
SKU0219,WH5,1091,101,408,9/21/2023,27,63971
SKU0295,WH5,31,238,122,2/10/2024,16,155006
SKU0365,WH3,911,111,397,5/11/2024,10,68790
SKU0115,WH1,827,154,467,9/20/2024,22,136468
SKU0066,WH4,413,87,217,4/9/2024,14,112487
SKU0360,WH3,1444,143,422,6/20/2025,3,127146
SKU0290,WH6,485,174,366,8/17/2024,18,282483
SKU0393,WH4,130,136,449,4/20/2026,7,29973
SKU0213,WH7,851,102,237,9/14/2025,20,215155
SKU0340,WH1,132,257,176,5/7/2025,23,296107
SKU0108,WH2,580,268,429,6/5/2025,10,125372
SKU0368,WH8,961,106,258,10/28/2023,7,56622
SKU0072,WH8,946,213,271,4/21/2026,24,117767
SKU0434,WH8,217,264,120,4/20/2024,12,270310
SKU0213,WH5,655,169,242,6/6/2025,14,100220
SKU0080,WH5,423,231,333,9/25/2023,18,198742
SKU0001,WH4,636,82,474,8/19/2023,7,161855
SKU0258,WH3,1456,135,494,11/16/2025,23,102513
SKU0453,WH2,95,88,174,9/18/2025,17,273112
SKU0035,WH6,1217,257,400,1/3/2026,13,89000
SKU0074,WH4,1000,53,363,11/20/2025,28,168769
SKU0429,WH7,858,223,197,4/13/2025,18,142937
SKU0010,WH6,107,159,204,10/17/2023,3,55077
SKU0191,WH5,812,256,253,10/14/2023,16,153542
SKU0026,WH4,846,194,120,3/16/2026,28,219269
SKU0207,WH4,278,80,407,3/6/2025,23,134906
SKU0497,WH5,469,88,149,2/14/2025,4,117651
SKU0359,WH2,1152,272,379,5/21/2024,20,38673
SKU0359,WH4,632,276,467,4/4/2025,3,237253
SKU0259,WH6,162,199,323,3/19/2026,13,282241
SKU0207,WH8,92,135,437,8/5/2023,21,242502
SKU0174,WH3,1266,113,125,10/24/2024,14,297991
SKU0382,WH3,21,116,396,7/29/2024,2,264747
SKU0423,WH1,1213,195,150,11/15/2024,18,205035
SKU0357,WH1,1109,230,243,7/21/2024,9,159016
SKU0232,WH1,138,237,396,12/10/2025,25,182342
SKU0208,WH7,1139,267,151,11/18/2025,10,100759
SKU0178,WH3,596,276,476,5/18/2025,25,188528
SKU0060,WH2,876,292,456,10/1/2023,3,107423
SKU0343,WH4,842,265,406,9/2/2025,13,48592
SKU0147,WH3,562,139,414,7/21/2025,19,271783
SKU0266,WH1,234,85,349,3/16/2026,19,190033
SKU0260,WH1,1027,134,345,3/24/2024,24,236586
SKU0097,WH7,674,225,395,8/20/2023,20,21408
SKU0423,WH4,139,169,243,10/22/2024,23,123621
SKU0077,WH1,1257,162,262,8/12/2025,6,132710
SKU0331,WH6,742,120,381,8/5/2024,22,124245
SKU0043,WH5,730,246,428,2/1/2025,15,26895
SKU0200,WH8,1116,80,286,8/6/2024,29,244070
SKU0477,WH2,911,256,178,8/11/2023,21,140422
SKU0098,WH5,1073,174,183,9/26/2023,17,29292
SKU0037,WH3,949,288,486,11/13/2025,7,272104
SKU0469,WH4,972,179,232,9/24/2023,28,259347
SKU0488,WH2,1350,195,282,9/15/2025,12,284647
SKU0115,WH6,828,233,176,2/24/2024,27,97564
SKU0018,WH7,1245,187,334,9/20/2025,4,136306
SKU0285,WH2,1417,165,337,5/14/2026,24,138756
SKU0222,WH5,164,95,347,4/30/2026,6,288389
SKU0430,WH6,1181,115,428,3/24/2026,23,23761
SKU0178,WH6,429,59,451,4/13/2026,18,236849
SKU0401,WH1,992,299,336,12/16/2025,26,72896
SKU0151,WH6,1088,236,263,1/20/2024,19,67169
SKU0262,WH6,1005,281,135,1/16/2025,11,111208
SKU0475,WH3,534,125,329,5/31/2024,22,231654
SKU0163,WH1,234,160,335,12/5/2024,27,133439
SKU0377,WH2,408,71,138,11/28/2023,17,85011
SKU0293,WH6,1381,154,412,2/26/2026,14,216511
SKU0089,WH1,1484,70,263,12/15/2024,29,250433
SKU0305,WH3,546,98,213,1/28/2024,15,282654
SKU0131,WH2,440,141,106,11/2/2024,10,192356
SKU0424,WH7,712,52,202,12/24/2023,6,72232
SKU0188,WH1,860,214,248,4/2/2026,25,50457
SKU0035,WH4,816,219,370,2/20/2025,4,246279
SKU0168,WH1,1380,205,401,10/10/2025,16,247059
SKU0241,WH4,568,246,187,1/6/2024,22,115199
SKU0187,WH8,1284,177,286,2/2/2026,10,87749
SKU0388,WH5,539,232,268,8/21/2025,10,55659
SKU0169,WH3,1325,118,409,11/29/2023,9,268683
SKU0055,WH4,527,122,122,3/31/2025,23,212628
SKU0133,WH7,1235,175,428,4/18/2026,4,269734
SKU0065,WH6,1286,265,367,4/30/2024,7,111773
SKU0415,WH8,656,278,235,8/20/2023,14,183788
SKU0060,WH3,766,295,405,10/10/2025,10,237870
SKU0171,WH5,106,168,338,6/19/2024,17,220902
SKU0009,WH1,1296,208,389,7/27/2025,14,237069
SKU0347,WH1,1269,168,439,6/20/2025,19,169470
SKU0358,WH6,241,255,462,3/9/2026,22,147412
SKU0442,WH4,410,154,451,10/2/2024,10,221668
SKU0400,WH5,916,100,496,6/20/2024,9,19591
SKU0454,WH6,161,76,119,11/3/2025,20,21537
SKU0344,WH1,1081,198,491,6/9/2024,19,154030
SKU0089,WH6,304,136,425,2/19/2025,17,89787
SKU0290,WH2,615,151,198,7/16/2025,12,95627
SKU0111,WH7,851,117,324,8/5/2025,12,75676
SKU0035,WH5,1257,181,252,2/2/2024,29,153040
SKU0117,WH2,959,160,497,11/24/2025,20,232465
SKU0469,WH2,1055,246,203,2/9/2024,8,129920
SKU0480,WH5,1076,62,406,9/17/2025,25,201790
SKU0205,WH1,1061,286,280,2/12/2026,24,38319
SKU0166,WH5,789,209,243,5/3/2024,8,126450
SKU0306,WH8,1422,292,473,4/12/2024,9,230924
SKU0094,WH1,817,118,457,4/9/2024,9,181456
SKU0396,WH7,1499,208,332,2/12/2025,6,191064
SKU0097,WH3,961,287,343,8/24/2024,16,156632
SKU0414,WH2,319,109,201,11/3/2024,24,55778
SKU0172,WH4,992,192,422,10/9/2023,16,184437
SKU0215,WH6,36,195,137,9/3/2025,26,255061
SKU0217,WH5,405,153,324,1/25/2024,9,170252
SKU0094,WH4,859,290,243,4/9/2024,10,67723
SKU0224,WH3,329,67,450,9/11/2025,6,52464
SKU0222,WH3,79,205,463,9/16/2023,28,172972
SKU0375,WH7,1293,57,336,6/23/2025,21,292565
SKU0380,WH2,306,77,252,2/14/2026,23,124692
SKU0220,WH4,138,239,433,11/26/2024,23,98565
SKU0376,WH3,1414,255,407,10/9/2025,21,209700
SKU0002,WH8,1191,246,206,8/13/2025,22,174328
SKU0458,WH2,682,67,401,6/8/2025,15,230121
SKU0356,WH5,161,56,477,10/10/2025,22,189037
SKU0265,WH6,151,259,363,3/15/2025,23,81838
SKU0071,WH7,1241,196,368,12/7/2023,2,69472
SKU0251,WH5,930,164,433,12/3/2024,15,181546
SKU0268,WH8,877,257,370,1/17/2025,14,107750
SKU0418,WH4,725,192,408,11/27/2025,19,241781
SKU0335,WH2,424,233,410,1/29/2025,28,112563
SKU0177,WH7,195,209,360,2/27/2026,23,133216
SKU0179,WH2,1107,220,394,9/28/2024,27,121089
SKU0396,WH2,228,51,112,11/3/2025,22,283713
SKU0368,WH1,258,142,422,3/29/2026,16,149348
SKU0126,WH3,956,280,196,8/2/2023,12,253371
SKU0006,WH8,739,170,118,8/26/2024,13,197945
SKU0026,WH2,114,139,195,5/24/2024,7,148277
SKU0453,WH1,945,70,408,4/18/2026,25,119569
SKU0049,WH7,971,113,165,2/12/2024,24,82946
SKU0435,WH1,377,146,220,9/6/2024,18,277423
SKU0330,WH6,1216,214,307,2/11/2026,8,12203
SKU0085,WH8,1374,192,469,3/13/2025,3,11326
SKU0220,WH5,1219,78,483,4/6/2025,25,39347
SKU0425,WH6,851,260,360,8/19/2023,26,219245
SKU0267,WH8,439,208,457,9/21/2024,29,63283
SKU0106,WH7,749,88,148,10/30/2025,29,5509
SKU0303,WH3,1443,176,157,4/1/2025,23,173638
SKU0398,WH7,66,235,204,8/25/2023,24,107533
SKU0272,WH7,1077,290,353,1/8/2026,23,181456
SKU0300,WH8,1436,216,393,9/10/2025,21,265534
SKU0314,WH7,1361,265,405,9/30/2024,14,299387
SKU0111,WH5,201,292,404,3/31/2026,13,99048
SKU0021,WH3,958,64,155,12/11/2024,18,164406
SKU0142,WH5,1227,298,260,6/3/2025,22,248712
SKU0204,WH7,332,105,485,9/3/2023,28,29640
SKU0026,WH1,100,79,101,4/23/2026,2,188251
SKU0241,WH2,189,74,259,11/4/2024,9,126447
SKU0457,WH2,1238,237,111,1/17/2026,14,46657
SKU0131,WH3,797,96,138,12/23/2024,25,279379
SKU0472,WH2,1442,130,150,8/4/2025,2,150093
SKU0305,WH7,285,233,233,9/2/2024,6,134653
SKU0297,WH5,19,270,114,9/7/2025,15,14398
SKU0019,WH6,473,202,323,4/5/2025,21,267819
SKU0375,WH8,1330,223,402,5/10/2025,23,12571
SKU0140,WH5,865,180,400,5/12/2026,12,220945
SKU0055,WH4,45,199,400,12/28/2025,27,230438
SKU0358,WH6,821,165,370,10/31/2023,4,148443
SKU0002,WH6,624,213,365,1/4/2025,16,10036
SKU0284,WH4,1239,167,434,1/24/2026,23,155814
SKU0170,WH7,1424,54,202,11/1/2023,8,278134
SKU0449,WH2,249,89,466,9/24/2023,17,49296
SKU0285,WH3,97,248,454,3/1/2024,9,240124
SKU0259,WH1,754,76,367,10/20/2025,12,266480
SKU0087,WH5,83,128,390,2/21/2024,26,91000
SKU0136,WH4,228,285,359,5/27/2024,18,105324
SKU0334,WH3,819,109,237,8/22/2023,19,104223
SKU0156,WH1,517,240,439,10/2/2025,26,276821
SKU0426,WH8,1287,127,270,4/20/2026,21,146936
SKU0469,WH7,1242,253,258,10/16/2025,16,298097
SKU0378,WH6,175,128,467,2/13/2026,8,190524
SKU0387,WH1,897,224,428,1/23/2024,23,216421
SKU0060,WH7,136,281,477,8/28/2024,26,66517
SKU0366,WH3,214,267,414,7/22/2025,16,47193
SKU0307,WH6,471,228,251,10/1/2024,25,156500
SKU0206,WH8,1365,221,344,9/9/2023,11,129060
SKU0124,WH1,459,284,188,6/22/2024,6,168503
SKU0147,WH4,1396,166,350,12/28/2025,18,185465
SKU0260,WH2,1019,76,414,11/10/2025,7,100895
SKU0343,WH5,1405,102,172,5/16/2025,4,33281
SKU0135,WH4,1190,163,256,2/13/2026,12,95366
SKU0041,WH4,1123,54,429,8/16/2024,9,67423
SKU0400,WH5,224,71,185,3/28/2026,2,180874
SKU0380,WH2,1461,88,495,8/5/2025,29,5786
SKU0321,WH7,1012,198,217,6/8/2024,24,151352
SKU0181,WH8,960,106,363,9/15/2023,12,71184
SKU0183,WH2,662,166,381,8/10/2025,13,45185
SKU0020,WH8,1194,227,375,2/17/2026,11,218391
SKU0346,WH6,1137,217,436,5/21/2024,2,45100
SKU0116,WH7,962,94,149,2/29/2024,14,104490
SKU0388,WH1,177,224,259,9/10/2025,20,89130
SKU0037,WH1,243,264,233,1/7/2026,17,177595
SKU0384,WH6,1341,201,259,2/8/2025,22,257328
SKU0338,WH6,77,105,131,2/6/2025,7,280605
SKU0209,WH7,712,118,387,12/5/2024,25,262651
SKU0278,WH6,437,192,228,8/15/2024,28,152274
SKU0300,WH6,810,83,204,11/18/2025,29,194914
SKU0364,WH1,893,206,110,1/21/2025,4,177307
SKU0098,WH6,1006,150,111,1/20/2025,25,200617
SKU0383,WH4,1021,212,120,4/11/2024,24,81882
SKU0061,WH1,430,74,376,2/7/2024,11,94865
SKU0359,WH2,335,102,237,3/17/2025,21,42772
SKU0127,WH8,536,232,236,5/22/2024,23,176378
SKU0234,WH7,1215,117,495,7/11/2024,14,235899
SKU0328,WH6,152,75,387,9/29/2024,21,10723
SKU0046,WH6,414,151,312,3/28/2026,20,105821
SKU0282,WH3,1366,224,117,8/12/2024,19,264125
SKU0387,WH4,813,181,405,11/24/2025,19,227095
SKU0345,WH8,105,167,266,2/16/2026,17,138392
SKU0183,WH8,267,85,488,12/10/2023,11,172216
SKU0165,WH4,346,179,335,4/25/2024,17,71023
SKU0047,WH3,1306,298,426,12/15/2025,7,208538
SKU0048,WH4,437,224,433,11/5/2024,15,9656
SKU0420,WH3,1271,65,460,9/20/2023,16,298237
SKU0015,WH4,107,127,377,9/11/2023,14,254405
SKU0391,WH3,1324,217,320,8/9/2023,9,162476
SKU0159,WH8,915,197,462,3/2/2024,25,256348
SKU0445,WH3,1224,167,386,5/25/2024,21,125636
SKU0174,WH2,455,295,319,11/10/2025,26,60607
SKU0015,WH8,1328,68,373,8/30/2025,6,96250
SKU0246,WH8,1036,102,107,2/7/2026,5,45867
SKU0397,WH3,680,197,464,1/16/2025,27,66013
SKU0150,WH6,251,141,242,2/23/2026,4,155518
SKU0434,WH6,1472,158,106,10/29/2025,16,80303
SKU0180,WH3,440,168,262,1/1/2026,4,249011
SKU0440,WH5,64,182,135,2/4/2024,20,156337
SKU0172,WH8,1449,103,395,6/10/2024,23,298420
SKU0343,WH4,1078,227,328,1/13/2024,12,255213
SKU0451,WH6,545,289,176,7/20/2025,2,34552
SKU0276,WH4,259,95,268,7/2/2024,9,247275
SKU0083,WH1,974,86,332,5/15/2026,5,286073
SKU0302,WH3,316,234,110,5/8/2026,29,172700
SKU0304,WH3,1166,169,479,10/13/2024,22,275073
SKU0158,WH7,823,64,213,2/15/2024,4,166109
SKU0255,WH4,3,196,455,2/10/2025,22,277039
SKU0298,WH6,1421,277,442,11/11/2025,4,42369
SKU0224,WH1,1287,267,352,1/27/2024,2,168320
SKU0041,WH2,665,165,278,5/3/2025,26,222356
SKU0103,WH3,301,152,250,11/14/2025,19,137458
SKU0030,WH5,627,104,273,12/11/2024,28,116344
SKU0125,WH4,1097,105,355,8/15/2023,7,141508
SKU0024,WH1,993,162,212,2/15/2024,20,192961
SKU0101,WH8,1420,113,487,4/5/2024,17,58789
SKU0396,WH7,1423,207,141,5/16/2024,29,165127
SKU0300,WH3,1001,125,207,5/15/2025,25,193763
SKU0309,WH7,156,260,133,12/21/2025,18,282655
SKU0145,WH6,1460,224,234,10/11/2025,9,257735
SKU0201,WH1,367,58,392,1/26/2026,7,12750
SKU0079,WH5,991,213,375,3/22/2026,8,254973
SKU0409,WH1,785,167,256,12/22/2024,24,221974
SKU0012,WH4,1169,182,324,4/13/2024,5,277181
SKU0334,WH2,1360,206,298,12/19/2024,14,51335
SKU0084,WH2,100,273,323,1/6/2026,13,149316
SKU0046,WH2,162,175,104,6/3/2024,16,105139
SKU0049,WH6,1451,244,412,7/2/2025,20,179592
SKU0301,WH6,220,74,114,10/27/2024,5,156102
SKU0371,WH8,1379,147,291,1/8/2025,11,220994
SKU0421,WH1,1050,238,217,7/3/2024,8,152586
SKU0246,WH6,1301,144,208,4/17/2026,15,170516
SKU0027,WH3,1353,288,144,11/5/2025,13,217540
SKU0286,WH3,816,262,153,3/22/2025,11,125401
SKU0409,WH3,919,157,330,10/25/2023,8,64495
SKU0488,WH5,1349,224,357,8/22/2025,9,78679
SKU0092,WH3,1494,290,327,5/19/2024,28,159016
SKU0337,WH4,668,158,484,2/20/2025,7,87691
SKU0026,WH8,222,109,115,3/5/2025,18,295519
SKU0455,WH1,1173,59,361,2/29/2024,24,257853
SKU0047,WH8,386,211,427,7/17/2023,19,117747
SKU0295,WH8,1188,174,307,11/24/2025,8,247118
SKU0084,WH4,419,270,459,12/1/2023,2,194320
SKU0491,WH7,1168,134,175,3/2/2024,22,193772
SKU0392,WH2,769,90,489,2/10/2025,8,67300
SKU0119,WH7,1143,62,101,3/28/2024,21,112845
SKU0412,WH7,469,145,331,4/5/2024,25,73515
SKU0143,WH4,1193,203,238,1/9/2024,14,60381
SKU0465,WH4,325,298,493,4/30/2026,23,163549
SKU0347,WH4,23,195,197,2/13/2026,7,253229
SKU0154,WH5,727,88,430,12/31/2023,16,61874
SKU0309,WH1,399,234,333,10/26/2023,28,32330
SKU0234,WH6,368,139,222,8/17/2025,19,269909
SKU0143,WH7,1443,201,197,12/31/2025,22,53132
SKU0439,WH3,1313,295,227,10/3/2025,7,159641
SKU0397,WH4,50,208,174,1/20/2026,19,230691
SKU0020,WH8,1158,224,454,3/6/2025,3,85669
SKU0209,WH7,635,104,471,9/22/2024,18,102635
SKU0089,WH6,1200,193,107,8/4/2024,14,293222
SKU0111,WH2,245,150,237,11/23/2024,20,183833
SKU0085,WH6,558,206,195,5/5/2024,21,21792
SKU0008,WH1,1172,61,279,7/18/2024,16,230825
SKU0273,WH1,80,182,450,7/31/2024,5,213763
SKU0100,WH4,212,232,359,5/26/2025,20,32335
SKU0290,WH6,108,291,358,3/17/2025,14,175843
SKU0364,WH1,695,157,129,4/27/2024,14,99790
SKU0304,WH1,868,123,174,12/14/2024,14,38598
SKU0124,WH8,488,228,274,10/21/2024,7,181320
SKU0394,WH6,1365,253,133,4/7/2024,26,174793
SKU0223,WH1,877,281,166,4/5/2026,24,272966
SKU0206,WH8,424,205,346,10/4/2023,29,244925
SKU0459,WH1,345,178,412,2/7/2025,2,33825
SKU0075,WH2,1226,223,333,9/16/2024,16,175805
SKU0285,WH2,1432,91,174,10/26/2024,24,120818
SKU0400,WH2,515,139,302,10/4/2023,24,117030
SKU0485,WH3,1163,275,408,8/18/2024,19,157544
SKU0403,WH2,2,134,395,9/23/2025,7,254903
SKU0086,WH3,134,234,176,10/10/2024,8,26882
SKU0408,WH4,1317,98,347,3/12/2026,11,108541
SKU0427,WH8,565,131,344,8/31/2024,25,175264
SKU0312,WH1,887,142,173,1/29/2025,12,30646
SKU0364,WH8,189,251,457,4/28/2025,25,112375
SKU0104,WH7,1080,78,215,3/12/2025,9,139672
SKU0039,WH2,566,231,197,10/2/2024,2,212203
SKU0393,WH4,1340,212,167,8/15/2025,17,80884
SKU0349,WH1,416,218,188,1/6/2026,22,61282
SKU0304,WH4,1123,292,340,11/22/2023,14,280177
SKU0161,WH6,897,69,326,11/1/2024,18,208556
SKU0298,WH5,677,58,122,10/30/2025,17,278156
SKU0475,WH1,641,252,110,12/19/2023,17,117131
SKU0348,WH8,1262,252,415,10/12/2024,9,58317
SKU0034,WH1,1284,280,133,9/14/2024,14,126884
SKU0429,WH3,1014,285,371,6/4/2024,14,235703
SKU0164,WH6,885,166,253,7/21/2025,18,121553
SKU0032,WH7,116,105,342,11/26/2023,9,109508
SKU0082,WH6,734,119,457,5/16/2024,11,143548
SKU0154,WH1,812,143,483,4/28/2024,26,135879
SKU0080,WH4,1452,199,184,2/24/2024,24,82967
SKU0480,WH7,469,53,338,4/3/2025,29,174675
SKU0417,WH7,121,54,436,4/6/2025,21,247126
SKU0472,WH7,1358,55,149,8/7/2023,9,104789
SKU0427,WH5,158,229,466,1/23/2025,7,48077
SKU0134,WH8,179,210,397,2/28/2026,9,235722
SKU0308,WH5,780,247,180,2/23/2025,17,5492
SKU0316,WH2,133,292,153,1/18/2025,13,17816
SKU0078,WH2,1116,257,427,12/4/2025,20,201184
SKU0084,WH4,728,52,186,3/4/2024,20,268667
SKU0383,WH2,1016,289,382,9/22/2025,3,147660
SKU0346,WH5,1176,232,353,8/22/2023,10,169541
SKU0078,WH5,838,297,402,2/27/2026,19,281947
SKU0360,WH3,10,257,381,10/13/2023,21,198121
SKU0496,WH8,63,190,182,11/3/2024,5,46399
SKU0443,WH1,85,80,481,8/14/2023,4,267072
SKU0044,WH7,429,125,498,12/16/2023,29,284755
SKU0495,WH7,199,200,103,1/5/2026,23,97092
SKU0122,WH7,182,235,356,9/26/2024,12,65770
SKU0408,WH1,261,290,207,8/14/2024,27,135478
SKU0071,WH2,268,57,191,3/13/2026,10,166933
SKU0323,WH8,24,115,301,12/8/2024,24,45620
SKU0296,WH4,395,56,191,2/27/2026,18,8534
SKU0090,WH8,1095,100,160,2/17/2025,2,126666
SKU0148,WH7,1115,71,459,6/11/2024,18,269599
SKU0409,WH1,597,245,486,10/16/2023,6,51947
SKU0222,WH6,386,94,270,10/18/2023,19,169225
SKU0238,WH1,251,174,401,12/13/2024,7,55493
SKU0160,WH8,1353,215,307,10/16/2023,23,268690
SKU0327,WH5,611,295,127,12/20/2024,24,231192
SKU0052,WH2,724,62,420,12/11/2024,20,155283
SKU0213,WH4,1084,80,151,3/30/2026,27,65114
SKU0277,WH3,156,228,178,1/11/2026,17,237247
SKU0305,WH4,865,178,111,11/15/2024,11,275148
SKU0279,WH7,104,187,451,5/30/2025,22,155183
SKU0448,WH7,373,292,124,4/25/2025,22,198537
SKU0012,WH2,970,133,351,12/2/2023,18,113211
SKU0452,WH4,687,246,338,1/5/2026,26,149919
SKU0339,WH6,525,77,263,4/12/2024,8,59959
SKU0261,WH1,748,212,328,11/22/2023,5,158917
SKU0449,WH6,299,237,248,3/21/2026,16,299105
SKU0223,WH4,912,97,354,8/9/2023,13,82627
SKU0448,WH2,40,227,337,8/16/2023,17,278590
SKU0171,WH4,198,168,109,9/27/2024,26,256440
SKU0048,WH2,1191,153,150,2/11/2026,20,83794
SKU0130,WH7,121,249,382,7/14/2023,14,290559
SKU0194,WH1,855,294,117,2/3/2024,21,34110
SKU0203,WH5,1432,91,341,6/14/2024,3,258993
SKU0329,WH4,363,78,282,9/6/2023,20,268662
SKU0195,WH8,240,222,325,9/17/2024,24,46689
SKU0033,WH8,843,80,434,5/26/2024,12,123419
SKU0023,WH6,84,93,232,5/11/2024,29,124161
SKU0492,WH1,168,189,392,11/17/2024,20,55378
SKU0466,WH5,580,86,407,5/11/2024,19,284112
SKU0446,WH1,940,238,330,11/15/2024,18,173069
SKU0202,WH5,494,121,325,12/20/2025,21,244643
SKU0059,WH5,1423,113,473,8/28/2025,29,287892
SKU0095,WH8,616,297,415,1/6/2025,9,61446
SKU0208,WH3,160,173,380,5/24/2024,9,224530
SKU0256,WH8,262,285,478,3/28/2026,9,56958
SKU0368,WH5,498,264,388,6/27/2025,15,252334
SKU0109,WH6,828,160,324,6/27/2025,25,171295
SKU0283,WH8,1097,260,370,9/3/2025,4,17618
SKU0452,WH7,835,277,100,12/26/2023,6,24500
SKU0427,WH5,587,201,265,11/28/2024,10,171447
SKU0310,WH6,1039,163,272,10/16/2025,26,205147
SKU0449,WH7,761,260,234,5/29/2025,21,208773
SKU0046,WH7,1105,224,111,11/4/2023,8,195522
SKU0140,WH7,1218,167,423,4/23/2025,29,168313
SKU0439,WH1,610,83,253,9/3/2023,26,267737
SKU0110,WH2,1435,148,493,1/29/2025,25,261557
SKU0186,WH8,1004,284,299,1/5/2025,27,293569
SKU0360,WH5,262,190,149,5/25/2025,29,119847
SKU0137,WH5,537,156,451,1/10/2024,23,293507
SKU0491,WH2,1004,112,409,3/17/2025,7,97510
SKU0093,WH5,826,128,142,2/27/2026,14,102543
SKU0302,WH4,382,143,457,1/17/2026,8,197344
SKU0421,WH8,583,218,254,7/18/2024,9,94470
SKU0449,WH8,1160,244,243,3/11/2025,4,111265
SKU0339,WH4,1113,152,342,2/2/2024,17,43587
SKU0333,WH8,871,76,447,9/9/2023,17,273690
SKU0494,WH1,1205,75,441,10/11/2025,21,217489
SKU0064,WH6,851,172,483,2/25/2024,24,257961
SKU0073,WH3,467,224,419,2/6/2024,11,216582
SKU0022,WH8,600,77,398,10/6/2023,7,21401
SKU0409,WH7,1473,113,355,3/7/2025,20,276455
SKU0393,WH4,1005,263,456,8/5/2025,7,153049
SKU0419,WH4,452,163,309,1/11/2026,27,204549
SKU0437,WH8,673,275,223,1/13/2026,19,167639
SKU0046,WH7,564,83,497,4/30/2024,28,160013
SKU0174,WH5,1110,123,163,4/15/2026,21,248919
SKU0063,WH5,801,205,322,6/15/2025,15,247475
SKU0441,WH8,1231,161,148,2/10/2026,7,265289
SKU0106,WH4,188,243,437,9/13/2023,18,152396
SKU0457,WH4,384,175,218,12/10/2023,20,270523
SKU0263,WH6,943,281,473,2/15/2026,28,263299
SKU0209,WH5,697,81,403,7/8/2025,17,211464
SKU0332,WH8,1423,241,455,11/13/2025,26,54219
SKU0329,WH8,1466,57,367,3/22/2024,20,112228
SKU0006,WH8,872,75,285,3/8/2026,17,124118
SKU0088,WH2,291,197,251,2/10/2026,7,128268
SKU0275,WH4,190,239,358,5/14/2024,6,280070
SKU0379,WH3,1426,164,441,7/3/2024,8,244257
SKU0055,WH2,953,217,357,10/18/2025,29,237845
SKU0320,WH3,1490,282,315,12/22/2024,10,118192
SKU0465,WH3,1080,196,363,4/7/2026,24,161136
SKU0251,WH1,294,129,200,12/28/2025,21,228155
SKU0382,WH5,1023,279,228,6/13/2024,25,123480
SKU0078,WH8,1185,197,352,9/9/2025,18,92995
SKU0321,WH3,1138,212,401,8/31/2025,28,206087
SKU0123,WH7,496,171,359,1/14/2024,4,97504
SKU0239,WH4,756,109,171,12/23/2023,29,94486
SKU0184,WH4,500,209,316,1/15/2026,24,69997
