Order_ID,SKU_ID,Warehouse_ID,Customer_Region,Demand_Qty,Delivered_Qty,Order_Date,Order_Status
O009579,SKU0292,WH8,North,89,71,8/16/2024 5:00,PARTIAL
O009580,SKU0180,WH4,North,20,20,8/16/2024 6:00,DELAYED
O009581,SKU0181,WH8,South,141,141,8/16/2024 7:00,DELAYED
O009582,SKU0466,WH3,North,175,175,8/16/2024 8:00,DELAYED
O009583,SKU0434,WH5,West,50,50,8/16/2024 9:00,PARTIAL
O009584,SKU0464,WH8,West,94,94,8/16/2024 10:00,DELAYED
O009585,SKU0169,WH3,North,168,17,8/16/2024 11:00,DELAYED
O009586,SKU0402,WH4,South,55,38,8/16/2024 12:00,DELAYED
O009587,SKU0022,WH3,North,51,51,8/16/2024 13:00,PARTIAL
O009588,SKU0066,WH8,South,270,161,8/16/2024 14:00,PARTIAL
O009589,SKU0021,WH7,South,145,72,8/16/2024 15:00,DELAYED
O009590,SKU0100,WH4,North,77,77,8/16/2024 16:00,DELAYED
O009591,SKU0384,WH2,South,129,12,8/16/2024 17:00,DELAYED
O009592,SKU0300,WH4,West,111,111,8/16/2024 18:00,PARTIAL
O009593,SKU0103,WH3,North,1,1,8/16/2024 19:00,DELAYED
O009594,SKU0047,WH4,West,26,26,8/16/2024 20:00,DELIVERED
O009595,SKU0039,WH1,South,116,33,8/16/2024 21:00,DELAYED
O009596,SKU0285,WH4,East,174,75,8/16/2024 22:00,DELIVERED
O009597,SKU0310,WH4,North,13,13,8/16/2024 23:00,PARTIAL
O009598,SKU0090,WH8,East,34,34,8/17/2024 0:00,PARTIAL
O009599,SKU0085,WH1,East,232,232,8/17/2024 1:00,DELIVERED
O009600,SKU0273,WH1,East,73,15,8/17/2024 2:00,PARTIAL
O009601,SKU0336,WH1,East,51,10,8/17/2024 3:00,DELIVERED
O009602,SKU0188,WH6,West,211,211,8/17/2024 4:00,DELIVERED
O009603,SKU0159,WH5,North,215,98,8/17/2024 5:00,DELAYED
O009604,SKU0243,WH6,West,41,41,8/17/2024 6:00,DELAYED
O009605,SKU0073,WH4,South,94,46,8/17/2024 7:00,PARTIAL
O009606,SKU0479,WH6,North,189,124,8/17/2024 8:00,DELAYED
O009607,SKU0462,WH8,North,135,135,8/17/2024 9:00,PARTIAL
O009608,SKU0049,WH6,West,206,129,8/17/2024 10:00,PARTIAL
O009609,SKU0101,WH1,South,2,2,8/17/2024 11:00,PARTIAL
O009610,SKU0002,WH1,East,204,46,8/17/2024 12:00,PARTIAL
O009611,SKU0244,WH2,South,241,241,8/17/2024 13:00,DELIVERED
O009612,SKU0176,WH6,West,258,41,8/17/2024 14:00,DELIVERED
O009613,SKU0238,WH5,West,156,143,8/17/2024 15:00,DELAYED
O009614,SKU0398,WH8,West,54,44,8/17/2024 16:00,PARTIAL
O009615,SKU0059,WH8,East,94,94,8/17/2024 17:00,DELIVERED
O009616,SKU0353,WH8,North,61,61,8/17/2024 18:00,DELIVERED
O009617,SKU0099,WH4,South,168,111,8/17/2024 19:00,DELIVERED
O009618,SKU0442,WH7,South,274,225,8/17/2024 20:00,PARTIAL
O009619,SKU0359,WH8,East,25,25,8/17/2024 21:00,DELIVERED
O009620,SKU0442,WH7,West,48,48,8/17/2024 22:00,DELAYED
O009621,SKU0495,WH3,South,189,189,8/17/2024 23:00,PARTIAL
O009622,SKU0435,WH5,North,53,53,8/18/2024 0:00,DELAYED
O009623,SKU0468,WH5,South,241,138,8/18/2024 1:00,DELIVERED
O009624,SKU0002,WH2,West,27,27,8/18/2024 2:00,PARTIAL
O009625,SKU0243,WH4,South,59,45,8/18/2024 3:00,DELIVERED
O009626,SKU0297,WH4,West,186,101,8/18/2024 4:00,DELIVERED
O009627,SKU0211,WH1,North,141,141,8/18/2024 5:00,DELIVERED
O009628,SKU0123,WH1,East,57,57,8/18/2024 6:00,DELAYED
O009629,SKU0229,WH5,West,195,195,8/18/2024 7:00,PARTIAL
O009630,SKU0082,WH2,West,106,22,8/18/2024 8:00,PARTIAL
O009631,SKU0144,WH4,South,280,180,8/18/2024 9:00,PARTIAL
O009632,SKU0388,WH2,East,168,85,8/18/2024 10:00,PARTIAL
O009633,SKU0140,WH3,West,246,106,8/18/2024 11:00,DELAYED
O009634,SKU0029,WH7,South,214,136,8/18/2024 12:00,PARTIAL
O009635,SKU0391,WH4,North,2,2,8/18/2024 13:00,DELAYED
O009636,SKU0270,WH1,East,182,182,8/18/2024 14:00,PARTIAL
O009637,SKU0247,WH5,South,183,113,8/18/2024 15:00,DELAYED
O009638,SKU0012,WH2,East,95,18,8/18/2024 16:00,DELIVERED
O009639,SKU0355,WH7,West,156,143,8/18/2024 17:00,DELIVERED
O009640,SKU0389,WH7,South,180,180,8/18/2024 18:00,DELAYED
O009641,SKU0337,WH8,North,97,83,8/18/2024 19:00,DELAYED
O009642,SKU0106,WH7,North,277,183,8/18/2024 20:00,DELAYED
O009643,SKU0032,WH1,South,238,122,8/18/2024 21:00,DELAYED
O009644,SKU0074,WH5,South,298,11,8/18/2024 22:00,PARTIAL
O009645,SKU0171,WH1,East,13,13,8/18/2024 23:00,PARTIAL
O009646,SKU0337,WH4,South,182,182,8/19/2024 0:00,DELIVERED
O009647,SKU0069,WH2,East,155,137,8/19/2024 1:00,DELIVERED
O009648,SKU0301,WH3,West,251,166,8/19/2024 2:00,PARTIAL
O009649,SKU0362,WH8,South,281,263,8/19/2024 3:00,DELAYED
O009650,SKU0137,WH6,West,177,34,8/19/2024 4:00,DELAYED
O009651,SKU0433,WH8,North,71,71,8/19/2024 5:00,DELAYED
O009652,SKU0417,WH7,East,84,84,8/19/2024 6:00,PARTIAL
O009653,SKU0484,WH1,East,189,189,8/19/2024 7:00,PARTIAL
O009654,SKU0100,WH6,North,92,92,8/19/2024 8:00,DELIVERED
O009655,SKU0146,WH2,West,69,69,8/19/2024 9:00,DELIVERED
O009656,SKU0009,WH4,East,164,120,8/19/2024 10:00,DELIVERED
O009657,SKU0062,WH8,North,179,171,8/19/2024 11:00,PARTIAL
O009658,SKU0185,WH1,North,33,33,8/19/2024 12:00,PARTIAL
O009659,SKU0029,WH4,North,53,53,8/19/2024 13:00,PARTIAL
O009660,SKU0381,WH3,South,216,216,8/19/2024 14:00,DELAYED
O009661,SKU0114,WH7,West,202,47,8/19/2024 15:00,DELIVERED
O009662,SKU0462,WH3,North,38,38,8/19/2024 16:00,DELIVERED
O009663,SKU0409,WH7,West,261,185,8/19/2024 17:00,DELIVERED
O009664,SKU0143,WH5,East,31,31,8/19/2024 18:00,DELAYED
O009665,SKU0390,WH5,South,288,185,8/19/2024 19:00,PARTIAL
O009666,SKU0120,WH5,North,5,5,8/19/2024 20:00,DELIVERED
O009667,SKU0170,WH4,North,179,157,8/19/2024 21:00,DELIVERED
O009668,SKU0157,WH5,North,54,45,8/19/2024 22:00,DELAYED
O009669,SKU0335,WH2,East,219,87,8/19/2024 23:00,DELIVERED
O009670,SKU0349,WH6,South,284,2,8/20/2024 0:00,DELAYED
O009671,SKU0260,WH6,West,268,146,8/20/2024 1:00,DELIVERED
O009672,SKU0082,WH4,West,200,200,8/20/2024 2:00,DELAYED
O009673,SKU0242,WH4,West,273,157,8/20/2024 3:00,PARTIAL
O009674,SKU0441,WH5,West,264,264,8/20/2024 4:00,DELAYED
O009675,SKU0433,WH7,West,226,3,8/20/2024 5:00,PARTIAL
O009676,SKU0172,WH6,West,18,18,8/20/2024 6:00,DELIVERED
O009677,SKU0231,WH8,West,243,219,8/20/2024 7:00,PARTIAL
O009678,SKU0208,WH6,South,117,117,8/20/2024 8:00,DELIVERED
O009679,SKU0075,WH5,South,10,10,8/20/2024 9:00,DELIVERED
O009680,SKU0270,WH4,East,39,39,8/20/2024 10:00,PARTIAL
O009681,SKU0387,WH3,North,41,41,8/20/2024 11:00,DELIVERED
O009682,SKU0499,WH7,South,108,108,8/20/2024 12:00,DELIVERED
O009683,SKU0114,WH8,North,44,44,8/20/2024 13:00,PARTIAL
O009684,SKU0062,WH3,East,197,155,8/20/2024 14:00,DELIVERED
O009685,SKU0362,WH5,South,299,155,8/20/2024 15:00,PARTIAL
O009686,SKU0320,WH3,East,209,118,8/20/2024 16:00,PARTIAL
O009687,SKU0102,WH2,South,176,3,8/20/2024 17:00,DELIVERED
O009688,SKU0429,WH2,South,275,157,8/20/2024 18:00,DELAYED
O009689,SKU0362,WH2,West,277,141,8/20/2024 19:00,PARTIAL
O009690,SKU0210,WH4,North,236,60,8/20/2024 20:00,DELIVERED
O009691,SKU0442,WH4,East,3,3,8/20/2024 21:00,DELIVERED
O009692,SKU0255,WH4,West,254,198,8/20/2024 22:00,DELAYED
O009693,SKU0020,WH4,South,36,36,8/20/2024 23:00,PARTIAL
O009694,SKU0058,WH4,South,6,6,8/21/2024 0:00,DELAYED
O009695,SKU0112,WH5,East,20,6,8/21/2024 1:00,PARTIAL
O009696,SKU0473,WH8,North,291,280,8/21/2024 2:00,DELIVERED
O009697,SKU0313,WH3,East,162,162,8/21/2024 3:00,PARTIAL
O009698,SKU0486,WH5,South,238,238,8/21/2024 4:00,DELIVERED
O009699,SKU0461,WH8,West,47,47,8/21/2024 5:00,DELIVERED
O009700,SKU0196,WH3,East,292,128,8/21/2024 6:00,DELAYED
O009701,SKU0375,WH5,West,16,16,8/21/2024 7:00,DELIVERED
O009702,SKU0462,WH2,North,108,108,8/21/2024 8:00,DELAYED
O009703,SKU0353,WH1,North,177,69,8/21/2024 9:00,PARTIAL
O009704,SKU0092,WH4,West,65,65,8/21/2024 10:00,PARTIAL
O009705,SKU0052,WH1,North,63,45,8/21/2024 11:00,DELIVERED
O009706,SKU0293,WH1,West,73,32,8/21/2024 12:00,DELAYED
O009707,SKU0008,WH2,West,204,28,8/21/2024 13:00,DELAYED
O009708,SKU0300,WH1,West,254,238,8/21/2024 14:00,DELIVERED
O009709,SKU0098,WH1,North,60,60,8/21/2024 15:00,DELAYED
O009710,SKU0236,WH2,West,101,101,8/21/2024 16:00,PARTIAL
O009711,SKU0389,WH8,North,17,17,8/21/2024 17:00,DELAYED
O009712,SKU0374,WH3,West,195,113,8/21/2024 18:00,PARTIAL
O009713,SKU0069,WH5,West,251,113,8/21/2024 19:00,DELAYED
O009714,SKU0415,WH6,North,38,38,8/21/2024 20:00,PARTIAL
O009715,SKU0045,WH1,West,285,34,8/21/2024 21:00,DELIVERED
O009716,SKU0137,WH8,West,31,31,8/21/2024 22:00,PARTIAL
O009717,SKU0234,WH4,North,181,1,8/21/2024 23:00,PARTIAL
O009718,SKU0032,WH2,South,282,187,8/22/2024 0:00,PARTIAL
O009719,SKU0289,WH7,East,141,141,8/22/2024 1:00,DELIVERED
O009720,SKU0126,WH7,North,245,242,8/22/2024 2:00,DELIVERED
O009721,SKU0067,WH1,West,275,275,8/22/2024 3:00,DELAYED
O009722,SKU0030,WH6,East,224,23,8/22/2024 4:00,DELIVERED
O009723,SKU0114,WH3,East,27,27,8/22/2024 5:00,PARTIAL
O009724,SKU0204,WH8,West,250,86,8/22/2024 6:00,PARTIAL
O009725,SKU0029,WH3,West,231,200,8/22/2024 7:00,DELIVERED
O009726,SKU0131,WH6,South,13,13,8/22/2024 8:00,DELAYED
O009727,SKU0474,WH4,West,98,98,8/22/2024 9:00,PARTIAL
O009728,SKU0185,WH1,East,192,111,8/22/2024 10:00,PARTIAL
O009729,SKU0253,WH4,West,186,139,8/22/2024 11:00,PARTIAL
O009730,SKU0286,WH3,East,19,19,8/22/2024 12:00,DELAYED
O009731,SKU0393,WH7,North,259,235,8/22/2024 13:00,DELIVERED
O009732,SKU0410,WH3,North,67,67,8/22/2024 14:00,PARTIAL
O009733,SKU0386,WH5,East,26,26,8/22/2024 15:00,PARTIAL
O009734,SKU0062,WH3,North,6,6,8/22/2024 16:00,DELIVERED
O009735,SKU0003,WH2,South,141,141,8/22/2024 17:00,DELAYED
O009736,SKU0430,WH5,East,238,82,8/22/2024 18:00,DELIVERED
O009737,SKU0068,WH4,East,230,161,8/22/2024 19:00,DELIVERED
O009738,SKU0025,WH3,West,27,27,8/22/2024 20:00,DELAYED
O009739,SKU0179,WH6,South,105,18,8/22/2024 21:00,DELIVERED
O009740,SKU0141,WH2,West,10,7,8/22/2024 22:00,DELAYED
O009741,SKU0231,WH5,South,272,272,8/22/2024 23:00,DELIVERED
O009742,SKU0300,WH2,South,279,197,8/23/2024 0:00,DELAYED
O009743,SKU0163,WH5,South,12,12,8/23/2024 1:00,DELIVERED
O009744,SKU0311,WH5,East,156,74,8/23/2024 2:00,DELIVERED
O009745,SKU0471,WH5,North,77,16,8/23/2024 3:00,DELIVERED
O009746,SKU0393,WH8,North,18,18,8/23/2024 4:00,DELIVERED
O009747,SKU0130,WH8,West,58,58,8/23/2024 5:00,DELIVERED
O009748,SKU0445,WH6,West,130,72,8/23/2024 6:00,DELAYED
O009749,SKU0246,WH4,North,174,129,8/23/2024 7:00,PARTIAL
O009750,SKU0297,WH5,North,87,87,8/23/2024 8:00,DELAYED
O009751,SKU0172,WH5,South,54,54,8/23/2024 9:00,PARTIAL
O009752,SKU0064,WH8,West,78,64,8/23/2024 10:00,PARTIAL
O009753,SKU0031,WH2,West,204,204,8/23/2024 11:00,DELIVERED
O009754,SKU0492,WH5,West,270,66,8/23/2024 12:00,DELIVERED
O009755,SKU0047,WH4,West,172,89,8/23/2024 13:00,DELIVERED
O009756,SKU0130,WH7,North,38,38,8/23/2024 14:00,DELAYED
O009757,SKU0352,WH6,North,186,106,8/23/2024 15:00,PARTIAL
O009758,SKU0466,WH6,East,236,39,8/23/2024 16:00,DELAYED
O009759,SKU0333,WH2,East,16,16,8/23/2024 17:00,DELIVERED
O009760,SKU0110,WH7,North,226,121,8/23/2024 18:00,PARTIAL
O009761,SKU0069,WH5,South,74,74,8/23/2024 19:00,DELAYED
O009762,SKU0058,WH2,North,211,209,8/23/2024 20:00,DELAYED
O009763,SKU0106,WH8,South,286,263,8/23/2024 21:00,DELAYED
O009764,SKU0300,WH6,West,115,112,8/23/2024 22:00,DELIVERED
O009765,SKU0330,WH4,East,247,68,8/23/2024 23:00,DELIVERED
O009766,SKU0256,WH2,South,37,37,8/24/2024 0:00,PARTIAL
O009767,SKU0312,WH4,West,55,55,8/24/2024 1:00,PARTIAL
O009768,SKU0171,WH8,North,167,1,8/24/2024 2:00,PARTIAL
O009769,SKU0383,WH8,East,177,177,8/24/2024 3:00,DELAYED
O009770,SKU0473,WH7,North,191,191,8/24/2024 4:00,PARTIAL
O009771,SKU0162,WH7,West,99,76,8/24/2024 5:00,DELIVERED
O009772,SKU0485,WH3,West,112,80,8/24/2024 6:00,DELIVERED
O009773,SKU0286,WH5,North,118,118,8/24/2024 7:00,DELIVERED
O009774,SKU0071,WH4,West,162,162,8/24/2024 8:00,DELAYED
O009775,SKU0255,WH5,West,57,57,8/24/2024 9:00,DELAYED
O009776,SKU0454,WH7,South,62,62,8/24/2024 10:00,DELAYED
O009777,SKU0374,WH4,North,39,19,8/24/2024 11:00,DELIVERED
O009778,SKU0055,WH1,North,29,29,8/24/2024 12:00,DELIVERED
O009779,SKU0323,WH7,East,227,93,8/24/2024 13:00,DELIVERED
O009780,SKU0397,WH1,South,31,31,8/24/2024 14:00,PARTIAL
O009781,SKU0003,WH1,South,39,39,8/24/2024 15:00,PARTIAL
O009782,SKU0026,WH7,West,1,1,8/24/2024 16:00,DELIVERED
O009783,SKU0313,WH4,East,56,56,8/24/2024 17:00,DELAYED
O009784,SKU0126,WH6,East,186,172,8/24/2024 18:00,PARTIAL
O009785,SKU0408,WH6,South,91,62,8/24/2024 19:00,PARTIAL
O009786,SKU0053,WH5,East,199,129,8/24/2024 20:00,DELIVERED
O009787,SKU0198,WH1,South,171,116,8/24/2024 21:00,DELAYED
O009788,SKU0299,WH5,East,225,108,8/24/2024 22:00,DELIVERED
O009789,SKU0188,WH4,South,182,182,8/24/2024 23:00,DELIVERED
O009790,SKU0186,WH5,South,130,130,8/25/2024 0:00,DELAYED
O009791,SKU0305,WH5,West,142,142,8/25/2024 1:00,DELIVERED
O009792,SKU0298,WH1,West,131,37,8/25/2024 2:00,PARTIAL
O009793,SKU0204,WH7,East,142,36,8/25/2024 3:00,DELAYED
O009794,SKU0497,WH6,West,5,5,8/25/2024 4:00,PARTIAL
O009795,SKU0484,WH2,North,167,131,8/25/2024 5:00,DELIVERED
O009796,SKU0450,WH3,North,120,120,8/25/2024 6:00,DELAYED
O009797,SKU0011,WH4,East,43,43,8/25/2024 7:00,PARTIAL
O009798,SKU0359,WH4,South,92,47,8/25/2024 8:00,PARTIAL
O009799,SKU0354,WH4,West,230,214,8/25/2024 9:00,PARTIAL
O009800,SKU0474,WH3,East,240,34,8/25/2024 10:00,DELAYED
O009801,SKU0146,WH2,North,187,187,8/25/2024 11:00,PARTIAL
O009802,SKU0085,WH6,South,78,78,8/25/2024 12:00,DELAYED
O009803,SKU0100,WH5,West,271,159,8/25/2024 13:00,PARTIAL
O009804,SKU0104,WH6,South,46,35,8/25/2024 14:00,DELAYED
O009805,SKU0436,WH8,South,7,7,8/25/2024 15:00,PARTIAL
O009806,SKU0046,WH4,West,170,117,8/25/2024 16:00,DELAYED
O009807,SKU0044,WH5,West,115,111,8/25/2024 17:00,DELIVERED
O009808,SKU0278,WH1,North,263,149,8/25/2024 18:00,DELAYED
O009809,SKU0181,WH6,North,239,237,8/25/2024 19:00,DELAYED
O009810,SKU0187,WH1,South,275,49,8/25/2024 20:00,PARTIAL
O009811,SKU0478,WH1,South,16,16,8/25/2024 21:00,PARTIAL
O009812,SKU0114,WH7,North,62,62,8/25/2024 22:00,DELIVERED
O009813,SKU0491,WH6,North,194,194,8/25/2024 23:00,DELIVERED
O009814,SKU0255,WH4,South,292,86,8/26/2024 0:00,PARTIAL
O009815,SKU0381,WH3,East,163,163,8/26/2024 1:00,DELIVERED
O009816,SKU0380,WH4,East,235,235,8/26/2024 2:00,DELIVERED
O009817,SKU0030,WH1,East,280,36,8/26/2024 3:00,DELIVERED
O009818,SKU0264,WH1,West,241,196,8/26/2024 4:00,DELAYED
O009819,SKU0098,WH4,North,233,233,8/26/2024 5:00,DELAYED
O009820,SKU0313,WH3,East,129,74,8/26/2024 6:00,DELIVERED
O009821,SKU0367,WH3,East,123,123,8/26/2024 7:00,DELIVERED
O009822,SKU0329,WH7,North,137,114,8/26/2024 8:00,PARTIAL
O009823,SKU0115,WH5,West,15,15,8/26/2024 9:00,DELIVERED
O009824,SKU0276,WH2,East,229,137,8/26/2024 10:00,DELIVERED
O009825,SKU0488,WH1,West,144,13,8/26/2024 11:00,DELIVERED
O009826,SKU0281,WH8,West,230,185,8/26/2024 12:00,DELAYED
O009827,SKU0275,WH3,South,176,82,8/26/2024 13:00,PARTIAL
O009828,SKU0261,WH6,North,292,165,8/26/2024 14:00,DELIVERED
O009829,SKU0331,WH7,South,246,11,8/26/2024 15:00,PARTIAL
O009830,SKU0207,WH1,East,53,6,8/26/2024 16:00,DELAYED
O009831,SKU0384,WH2,South,147,147,8/26/2024 17:00,PARTIAL
O009832,SKU0328,WH6,North,41,41,8/26/2024 18:00,PARTIAL
O009833,SKU0211,WH1,West,293,103,8/26/2024 19:00,PARTIAL
O009834,SKU0215,WH7,West,240,143,8/26/2024 20:00,DELAYED
O009835,SKU0411,WH7,East,195,184,8/26/2024 21:00,PARTIAL
O009836,SKU0040,WH3,North,136,136,8/26/2024 22:00,DELIVERED
O009837,SKU0480,WH5,West,88,88,8/26/2024 23:00,DELIVERED
O009838,SKU0026,WH4,East,270,243,8/27/2024 0:00,DELIVERED
O009839,SKU0027,WH8,North,254,146,8/27/2024 1:00,DELAYED
O009840,SKU0190,WH7,North,189,186,8/27/2024 2:00,PARTIAL
O009841,SKU0083,WH6,South,291,198,8/27/2024 3:00,PARTIAL
O009842,SKU0384,WH4,West,71,71,8/27/2024 4:00,DELAYED
O009843,SKU0434,WH3,North,233,30,8/27/2024 5:00,PARTIAL
O009844,SKU0170,WH8,West,8,8,8/27/2024 6:00,DELIVERED
O009845,SKU0413,WH3,West,268,163,8/27/2024 7:00,PARTIAL
O009846,SKU0167,WH8,North,115,17,8/27/2024 8:00,PARTIAL
O009847,SKU0188,WH8,West,297,234,8/27/2024 9:00,PARTIAL
O009848,SKU0169,WH6,South,237,225,8/27/2024 10:00,PARTIAL
O009849,SKU0289,WH2,East,76,76,8/27/2024 11:00,PARTIAL
O009850,SKU0467,WH8,East,99,99,8/27/2024 12:00,PARTIAL
O009851,SKU0229,WH7,North,2,2,8/27/2024 13:00,DELAYED
O009852,SKU0467,WH6,South,122,122,8/27/2024 14:00,DELIVERED
O009853,SKU0097,WH1,East,185,185,8/27/2024 15:00,DELAYED
O009854,SKU0367,WH2,South,16,16,8/27/2024 16:00,DELAYED
O009855,SKU0016,WH8,North,279,188,8/27/2024 17:00,DELIVERED
O009856,SKU0279,WH4,South,41,41,8/27/2024 18:00,DELAYED
O009857,SKU0135,WH1,North,55,55,8/27/2024 19:00,DELIVERED
O009858,SKU0026,WH2,East,208,191,8/27/2024 20:00,DELIVERED
O009859,SKU0352,WH4,East,132,132,8/27/2024 21:00,DELIVERED
O009860,SKU0012,WH1,East,284,5,8/27/2024 22:00,DELIVERED
O009861,SKU0072,WH5,East,178,178,8/27/2024 23:00,PARTIAL
O009862,SKU0133,WH7,West,242,205,8/28/2024 0:00,DELIVERED
O009863,SKU0106,WH6,South,242,132,8/28/2024 1:00,DELAYED
O009864,SKU0220,WH6,South,284,114,8/28/2024 2:00,DELAYED
O009865,SKU0373,WH6,South,123,123,8/28/2024 3:00,PARTIAL
O009866,SKU0453,WH8,North,282,26,8/28/2024 4:00,PARTIAL
O009867,SKU0177,WH5,East,167,154,8/28/2024 5:00,PARTIAL
O009868,SKU0282,WH7,East,13,13,8/28/2024 6:00,DELAYED
O009869,SKU0133,WH2,West,71,37,8/28/2024 7:00,PARTIAL
O009870,SKU0022,WH7,West,54,54,8/28/2024 8:00,DELAYED
O009871,SKU0463,WH3,East,13,13,8/28/2024 9:00,PARTIAL
O009872,SKU0269,WH1,South,59,31,8/28/2024 10:00,PARTIAL
O009873,SKU0412,WH2,South,260,203,8/28/2024 11:00,DELIVERED
O009874,SKU0161,WH3,East,80,44,8/28/2024 12:00,DELIVERED
O009875,SKU0107,WH6,North,60,60,8/28/2024 13:00,DELAYED
O009876,SKU0279,WH6,South,47,2,8/28/2024 14:00,DELIVERED
O009877,SKU0353,WH6,East,202,59,8/28/2024 15:00,DELIVERED
O009878,SKU0235,WH3,East,261,246,8/28/2024 16:00,DELIVERED
O009879,SKU0018,WH1,West,36,36,8/28/2024 17:00,DELIVERED
O009880,SKU0242,WH1,West,19,19,8/28/2024 18:00,DELIVERED
O009881,SKU0117,WH3,East,256,256,8/28/2024 19:00,DELIVERED
O009882,SKU0286,WH4,North,286,36,8/28/2024 20:00,DELIVERED
O009883,SKU0282,WH6,East,41,41,8/28/2024 21:00,DELAYED
O009884,SKU0144,WH2,South,284,25,8/28/2024 22:00,DELIVERED
O009885,SKU0205,WH1,North,287,236,8/28/2024 23:00,DELIVERED
O009886,SKU0039,WH7,North,228,228,8/29/2024 0:00,PARTIAL
O009887,SKU0417,WH3,West,171,109,8/29/2024 1:00,DELAYED
O009888,SKU0154,WH8,East,245,171,8/29/2024 2:00,DELAYED
O009889,SKU0176,WH4,West,12,12,8/29/2024 3:00,PARTIAL
O009890,SKU0449,WH5,South,215,109,8/29/2024 4:00,DELAYED
O009891,SKU0241,WH8,West,140,120,8/29/2024 5:00,DELAYED
O009892,SKU0422,WH8,South,298,217,8/29/2024 6:00,DELAYED
O009893,SKU0386,WH3,East,185,145,8/29/2024 7:00,DELIVERED
O009894,SKU0369,WH7,East,212,112,8/29/2024 8:00,DELIVERED
O009895,SKU0134,WH4,West,272,117,8/29/2024 9:00,DELIVERED
O009896,SKU0046,WH5,West,99,24,8/29/2024 10:00,PARTIAL
O009897,SKU0050,WH4,West,132,132,8/29/2024 11:00,PARTIAL
O009898,SKU0166,WH1,South,115,115,8/29/2024 12:00,DELIVERED
O009899,SKU0106,WH8,North,269,63,8/29/2024 13:00,DELIVERED
O009900,SKU0216,WH3,North,60,60,8/29/2024 14:00,DELAYED
O009901,SKU0146,WH7,West,284,230,8/29/2024 15:00,PARTIAL
O009902,SKU0411,WH5,West,109,109,8/29/2024 16:00,PARTIAL
O009903,SKU0425,WH4,East,22,22,8/29/2024 17:00,DELAYED
O009904,SKU0072,WH8,West,27,27,8/29/2024 18:00,PARTIAL
O009905,SKU0476,WH5,East,214,214,8/29/2024 19:00,DELIVERED
O009906,SKU0330,WH8,South,44,44,8/29/2024 20:00,DELIVERED
O009907,SKU0273,WH2,South,80,80,8/29/2024 21:00,PARTIAL
O009908,SKU0247,WH7,South,280,167,8/29/2024 22:00,PARTIAL
O009909,SKU0446,WH3,South,174,47,8/29/2024 23:00,DELIVERED
O009910,SKU0413,WH1,West,273,44,8/30/2024 0:00,PARTIAL
O009911,SKU0186,WH8,West,261,16,8/30/2024 1:00,PARTIAL
O009912,SKU0070,WH5,East,38,34,8/30/2024 2:00,DELAYED
O009913,SKU0462,WH6,West,59,59,8/30/2024 3:00,PARTIAL
O009914,SKU0150,WH4,East,182,55,8/30/2024 4:00,DELIVERED
O009915,SKU0246,WH6,South,105,105,8/30/2024 5:00,PARTIAL
O009916,SKU0262,WH5,East,96,74,8/30/2024 6:00,PARTIAL
O009917,SKU0026,WH7,East,90,24,8/30/2024 7:00,DELIVERED
O009918,SKU0423,WH6,West,71,71,8/30/2024 8:00,DELIVERED
O009919,SKU0140,WH4,South,100,100,8/30/2024 9:00,PARTIAL
O009920,SKU0099,WH5,North,171,171,8/30/2024 10:00,PARTIAL
O009921,SKU0398,WH1,West,166,130,8/30/2024 11:00,PARTIAL
O009922,SKU0278,WH1,West,240,159,8/30/2024 12:00,PARTIAL
O009923,SKU0051,WH3,North,216,63,8/30/2024 13:00,PARTIAL
O009924,SKU0151,WH1,South,61,47,8/30/2024 14:00,PARTIAL
O009925,SKU0432,WH5,North,186,186,8/30/2024 15:00,DELAYED
O009926,SKU0455,WH7,East,182,19,8/30/2024 16:00,DELIVERED
O009927,SKU0104,WH5,North,219,56,8/30/2024 17:00,PARTIAL
O009928,SKU0434,WH1,South,34,11,8/30/2024 18:00,DELIVERED
O009929,SKU0089,WH2,South,45,45,8/30/2024 19:00,DELAYED
O009930,SKU0141,WH5,North,138,74,8/30/2024 20:00,DELIVERED
O009931,SKU0213,WH3,West,186,134,8/30/2024 21:00,DELIVERED
O009932,SKU0233,WH2,North,28,28,8/30/2024 22:00,DELIVERED
O009933,SKU0394,WH1,East,106,106,8/30/2024 23:00,DELAYED
O009934,SKU0183,WH7,North,286,99,8/31/2024 0:00,PARTIAL
O009935,SKU0251,WH4,North,284,250,8/31/2024 1:00,DELAYED
O009936,SKU0009,WH5,North,157,29,8/31/2024 2:00,DELAYED
O009937,SKU0079,WH4,East,287,277,8/31/2024 3:00,DELAYED
O009938,SKU0052,WH6,North,107,107,8/31/2024 4:00,DELIVERED
O009939,SKU0386,WH3,West,233,197,8/31/2024 5:00,DELAYED
O009940,SKU0409,WH2,East,196,88,8/31/2024 6:00,DELAYED
O009941,SKU0269,WH8,West,202,202,8/31/2024 7:00,DELIVERED
O009942,SKU0226,WH4,East,109,109,8/31/2024 8:00,DELIVERED
O009943,SKU0051,WH8,South,31,31,8/31/2024 9:00,DELIVERED
O009944,SKU0186,WH3,South,226,183,8/31/2024 10:00,DELAYED
O009945,SKU0034,WH4,East,41,41,8/31/2024 11:00,DELIVERED
O009946,SKU0291,WH4,East,64,29,8/31/2024 12:00,PARTIAL
O009947,SKU0230,WH3,East,231,3,8/31/2024 13:00,PARTIAL
