Shipment_ID,Warehouse_ID,Carrier,Origin,Destination,Freight_Cost,Delivery_Days,,,
SHP02563,WH5,UPS,Chennai,Bangalore,15176,8,,,
SHP02564,WH3,BlueDart,Mumbai,Delhi,10390,3,,,
SHP02565,WH2,UPS,Pune,Hyderabad,19538,6,,,
SHP02566,WH5,BlueDart,Mumbai,Delhi,5625,7,,,
SHP02567,WH3,DHL,Chennai,Bangalore,9463,2,,,
SHP02568,WH8,BlueDart,Pune,Hyderabad,9993,7,,,
SHP02569,WH7,UPS,Pune,Hyderabad,11188,1,,,
SHP02570,WH6,BlueDart,Pune,Hyderabad,15908,7,,,
SHP02571,WH1,UPS,Mumbai,Delhi,5018,1,,,
SHP02572,WH7,BlueDart,Mumbai,Delhi,16674,9,,,
SHP02573,WH4,FedEx,Mumbai,Delhi,18317,5,,,
SHP02574,WH1,BlueDart,Mumbai,Delhi,19523,8,,,
SHP02575,WH5,UPS,Mumbai,Delhi,1175,7,,,
SHP02576,WH8,DHL,Chennai,Bangalore,9824,5,,,
SHP02577,WH3,BlueDart,Chennai,Bangalore,3578,3,,,
SHP02578,WH1,UPS,Chennai,Bangalore,18108,3,,,
SHP02579,WH5,BlueDart,Pune,Hyderabad,19021,2,,,
SHP02580,WH7,DHL,Chennai,Bangalore,7174,6,,,
SHP02581,WH4,BlueDart,Mumbai,Delhi,14410,9,,,
SHP02582,WH1,UPS,Pune,Hyderabad,5807,8,,,
SHP02583,WH7,UPS,Chennai,Bangalore,2245,1,,,
SHP02584,WH2,DHL,Pune,Hyderabad,8995,8,,,
SHP02585,WH8,UPS,Chennai,Bangalore,1169,2,,,
SHP02586,WH5,UPS,Chennai,Bangalore,7066,6,,,
SHP02587,WH8,BlueDart,Pune,Hyderabad,10809,8,,,
SHP02588,WH5,BlueDart,Chennai,Bangalore,8160,5,,,
SHP02589,WH2,DHL,Pune,Hyderabad,4820,1,,,
SHP02590,WH7,BlueDart,Pune,Hyderabad,14229,2,,,
SHP02591,WH8,UPS,Mumbai,Delhi,13625,1,,,
SHP02592,WH7,FedEx,Pune,Hyderabad,3319,8,,,
SHP02593,WH4,FedEx,Pune,Hyderabad,8403,1,,,
SHP02594,WH5,UPS,Mumbai,Delhi,4131,1,,,
SHP02595,WH6,UPS,Chennai,Bangalore,18478,6,,,
SHP02596,WH5,BlueDart,Pune,Hyderabad,9334,6,,,
SHP02597,WH1,UPS,Mumbai,Delhi,14648,6,,,
SHP02598,WH6,DHL,Pune,Hyderabad,4058,3,,,
SHP02599,WH5,UPS,Mumbai,Delhi,4192,8,,,
SHP02600,WH7,FedEx,Chennai,Bangalore,3679,1,,,
SHP02601,WH8,UPS,Mumbai,Delhi,9905,4,,,
SHP02602,WH2,BlueDart,Chennai,Bangalore,13959,9,,,
SHP02603,WH1,FedEx,Mumbai,Delhi,16727,7,,,
SHP02604,WH2,UPS,Pune,Hyderabad,13049,3,,,
SHP02605,WH3,FedEx,Mumbai,Delhi,14780,9,,,
SHP02606,WH1,FedEx,Chennai,Bangalore,8501,6,,,
SHP02607,WH4,UPS,Pune,Hyderabad,12099,4,,,
SHP02608,WH1,BlueDart,Pune,Hyderabad,10276,5,,,
SHP02609,WH2,BlueDart,Chennai,Bangalore,3354,2,,,
SHP02610,WH2,FedEx,Mumbai,Delhi,5988,2,,,
SHP02611,WH6,BlueDart,Pune,Hyderabad,11158,6,,,
SHP02612,WH2,UPS,Mumbai,Delhi,9248,5,,,
SHP02613,WH6,FedEx,Pune,Hyderabad,18740,2,,,
SHP02614,WH5,BlueDart,Chennai,Bangalore,2053,5,,,
SHP02615,WH2,DHL,Pune,Hyderabad,1676,8,,,
SHP02616,WH2,DHL,Chennai,Bangalore,7993,2,,,
SHP02617,WH6,BlueDart,Mumbai,Delhi,8163,1,,,
SHP02618,WH7,UPS,Pune,Hyderabad,6785,7,,,
SHP02619,WH5,DHL,Pune,Hyderabad,1156,9,,,
SHP02620,WH2,BlueDart,Chennai,Bangalore,8179,4,,,
SHP02621,WH5,BlueDart,Mumbai,Delhi,7363,3,,,
SHP02622,WH5,UPS,Pune,Hyderabad,5113,1,,,
SHP02623,WH3,UPS,Pune,Hyderabad,3757,2,,,
SHP02624,WH6,BlueDart,Chennai,Bangalore,11433,9,,,
SHP02625,WH1,FedEx,Pune,Hyderabad,17523,7,,,
SHP02626,WH7,BlueDart,Mumbai,Delhi,10978,1,,,
SHP02627,WH7,UPS,Pune,Hyderabad,17240,7,,,
SHP02628,WH6,FedEx,Chennai,Bangalore,19881,4,,,
SHP02629,WH6,UPS,Mumbai,Delhi,12877,2,,,
SHP02630,WH2,BlueDart,Chennai,Bangalore,19992,6,,,
SHP02631,WH2,FedEx,Pune,Hyderabad,11826,6,,,
SHP02632,WH8,BlueDart,Mumbai,Delhi,17372,8,,,
SHP02633,WH3,DHL,Pune,Hyderabad,10658,5,,,
SHP02634,WH4,DHL,Pune,Hyderabad,19782,5,,,
SHP02635,WH3,FedEx,Mumbai,Delhi,11428,6,,,
SHP02636,WH2,BlueDart,Mumbai,Delhi,12285,9,,,
SHP02637,WH2,DHL,Chennai,Bangalore,10888,7,,,
SHP02638,WH5,BlueDart,Chennai,Bangalore,18982,3,,,
SHP02639,WH8,FedEx,Chennai,Bangalore,17776,9,,,
SHP02640,WH3,UPS,Mumbai,Delhi,16139,1,,,
SHP02641,WH6,DHL,Mumbai,Delhi,3838,9,,,
SHP02642,WH5,FedEx,Chennai,Bangalore,5308,6,,,
SHP02643,WH4,FedEx,Mumbai,Delhi,19242,2,,,
SHP02644,WH2,FedEx,Chennai,Bangalore,9714,1,,,
SHP02645,WH2,UPS,Pune,Hyderabad,17344,8,,,
SHP02646,WH3,FedEx,Pune,Hyderabad,12180,4,,,
SHP02647,WH4,FedEx,Pune,Hyderabad,3512,8,,,
SHP02648,WH5,FedEx,Mumbai,Delhi,10315,7,,,
SHP02649,WH8,DHL,Chennai,Bangalore,4824,5,,,
SHP02650,WH8,FedEx,Pune,Hyderabad,10638,4,,,
SHP02651,WH7,BlueDart,Pune,Hyderabad,13027,4,,,
SHP02652,WH8,BlueDart,Pune,Hyderabad,18281,7,,,
SHP02653,WH6,FedEx,Mumbai,Delhi,10418,8,,,
SHP02654,WH7,DHL,Mumbai,Delhi,5628,8,,,
SHP02655,WH1,DHL,Pune,Hyderabad,7437,7,,,
SHP02656,WH5,DHL,Pune,Hyderabad,12780,1,,,
SHP02657,WH2,FedEx,Chennai,Bangalore,1674,1,,,
SHP02658,WH6,BlueDart,Mumbai,Delhi,11363,1,,,
SHP02659,WH1,DHL,Chennai,Bangalore,12061,3,,,
SHP02660,WH6,DHL,Pune,Hyderabad,9488,3,,,
SHP02661,WH4,UPS,Mumbai,Delhi,12606,1,,,
SHP02662,WH5,BlueDart,Chennai,Bangalore,2120,5,,,
SHP02663,WH6,UPS,Chennai,Bangalore,2228,8,,,
SHP02664,WH2,DHL,Mumbai,Delhi,6656,2,,,
SHP02665,WH6,DHL,Pune,Hyderabad,6371,7,,,
SHP02666,WH3,FedEx,Mumbai,Delhi,4557,3,,,
SHP02667,WH4,FedEx,Mumbai,Delhi,7744,2,,,
SHP02668,WH1,FedEx,Mumbai,Delhi,13081,6,,,
SHP02669,WH2,DHL,Mumbai,Delhi,9255,5,,,
SHP02670,WH4,BlueDart,Mumbai,Delhi,4700,8,,,
SHP02671,WH6,BlueDart,Chennai,Bangalore,18547,7,,,
SHP02672,WH6,DHL,Chennai,Bangalore,1030,7,,,
SHP02673,WH5,FedEx,Pune,Hyderabad,9350,1,,,
SHP02674,WH3,BlueDart,Mumbai,Delhi,9993,6,,,
SHP02675,WH7,DHL,Pune,Hyderabad,6625,6,,,
SHP02676,WH3,BlueDart,Mumbai,Delhi,13506,5,,,
SHP02677,WH3,FedEx,Chennai,Bangalore,4118,5,,,
SHP02678,WH5,FedEx,Chennai,Bangalore,6524,2,,,
SHP02679,WH5,BlueDart,Pune,Hyderabad,1768,6,,,
SHP02680,WH2,DHL,Chennai,Bangalore,9654,9,,,
SHP02681,WH2,UPS,Pune,Hyderabad,8197,2,,,
SHP02682,WH2,UPS,Chennai,Bangalore,1196,1,,,
SHP02683,WH3,BlueDart,Chennai,Bangalore,17229,3,,,
SHP02684,WH7,FedEx,Pune,Hyderabad,19689,7,,,
SHP02685,WH4,FedEx,Pune,Hyderabad,13355,9,,,
SHP02686,WH2,DHL,Chennai,Bangalore,3617,7,,,
SHP02687,WH3,BlueDart,Mumbai,Delhi,8897,3,,,
SHP02688,WH1,UPS,Mumbai,Delhi,4744,5,,,
SHP02689,WH4,FedEx,Chennai,Bangalore,13507,3,,,
SHP02690,WH3,BlueDart,Pune,Hyderabad,2530,6,,,
SHP02691,WH8,UPS,Chennai,Bangalore,11184,6,,,
SHP02692,WH7,UPS,Mumbai,Delhi,14735,8,,,
SHP02693,WH7,DHL,Chennai,Bangalore,5816,7,,,
SHP02694,WH1,BlueDart,Mumbai,Delhi,10037,2,,,
SHP02695,WH6,BlueDart,Pune,Hyderabad,13604,1,,,
SHP02696,WH6,BlueDart,Pune,Hyderabad,5650,6,,,
SHP02697,WH7,DHL,Pune,Hyderabad,12970,4,,,
SHP02698,WH3,FedEx,Mumbai,Delhi,10593,9,,,
SHP02699,WH2,BlueDart,Pune,Hyderabad,16241,2,,,
SHP02700,WH6,DHL,Pune,Hyderabad,12767,6,,,
SHP02701,WH1,FedEx,Mumbai,Delhi,15989,1,,,
SHP02702,WH7,DHL,Mumbai,Delhi,16227,8,,,
SHP02703,WH2,BlueDart,Chennai,Bangalore,16008,1,,,
SHP02704,WH8,FedEx,Chennai,Bangalore,15880,9,,,
SHP02705,WH3,DHL,Mumbai,Delhi,9115,5,,,
SHP02706,WH1,DHL,Pune,Hyderabad,13742,7,,,
SHP02707,WH3,UPS,Mumbai,Delhi,16443,7,,,
SHP02708,WH2,DHL,Pune,Hyderabad,11027,9,,,
SHP02709,WH5,UPS,Pune,Hyderabad,10053,4,,,
SHP02710,WH1,DHL,Pune,Hyderabad,11683,9,,,
SHP02711,WH6,FedEx,Chennai,Bangalore,18305,8,,,
SHP02712,WH5,UPS,Mumbai,Delhi,9943,8,,,
SHP02713,WH3,BlueDart,Pune,Hyderabad,10382,1,,,
SHP02714,WH2,FedEx,Mumbai,Delhi,10146,8,,,
SHP02715,WH3,BlueDart,Chennai,Bangalore,2241,9,,,
SHP02716,WH4,BlueDart,Mumbai,Delhi,17806,1,,,
SHP02717,WH1,UPS,Mumbai,Delhi,17667,3,,,
SHP02718,WH7,FedEx,Pune,Hyderabad,9743,1,,,
SHP02719,WH7,DHL,Chennai,Bangalore,4726,4,,,
SHP02720,WH7,DHL,Chennai,Bangalore,10876,8,,,
SHP02721,WH4,BlueDart,Chennai,Bangalore,8502,5,,,
SHP02722,WH1,FedEx,Mumbai,Delhi,16597,7,,,
SHP02723,WH7,DHL,Chennai,Bangalore,14387,7,,,
SHP02724,WH3,UPS,Pune,Hyderabad,15914,2,,,
SHP02725,WH1,UPS,Chennai,Bangalore,4529,1,,,
SHP02726,WH1,BlueDart,Chennai,Bangalore,6921,7,,,
SHP02727,WH8,BlueDart,Pune,Hyderabad,4116,8,,,
SHP02728,WH7,DHL,Chennai,Bangalore,2717,8,,,
SHP02729,WH3,FedEx,Chennai,Bangalore,3857,5,,,
SHP02730,WH6,FedEx,Mumbai,Delhi,5401,1,,,
SHP02731,WH7,BlueDart,Chennai,Bangalore,9377,4,,,
SHP02732,WH5,DHL,Pune,Hyderabad,2568,7,,,
SHP02733,WH1,DHL,Pune,Hyderabad,3435,4,,,
SHP02734,WH5,FedEx,Pune,Hyderabad,8024,1,,,
SHP02735,WH1,DHL,Mumbai,Delhi,6589,7,,,
SHP02736,WH1,UPS,Mumbai,Delhi,9863,3,,,
SHP02737,WH4,BlueDart,Chennai,Bangalore,9960,3,,,
SHP02738,WH8,UPS,Mumbai,Delhi,5343,6,,,
SHP02739,WH1,DHL,Pune,Hyderabad,18834,8,,,
SHP02740,WH1,UPS,Chennai,Bangalore,11425,8,,,
SHP02741,WH1,UPS,Chennai,Bangalore,15563,5,,,
SHP02742,WH8,BlueDart,Pune,Hyderabad,5868,2,,,
SHP02743,WH4,DHL,Pune,Hyderabad,2014,4,,,
SHP02744,WH2,BlueDart,Pune,Hyderabad,2975,9,,,
SHP02745,WH7,DHL,Pune,Hyderabad,3717,1,,,
SHP02746,WH5,DHL,Pune,Hyderabad,3286,5,,,
SHP02747,WH2,BlueDart,Pune,Hyderabad,15141,2,,,
SHP02748,WH4,DHL,Pune,Hyderabad,3041,4,,,
SHP02749,WH5,BlueDart,Chennai,Bangalore,6518,4,,,
SHP02750,WH6,FedEx,Mumbai,Delhi,13865,5,,,
SHP02751,WH1,DHL,Pune,Hyderabad,5360,6,,,
SHP02752,WH6,UPS,Mumbai,Delhi,17546,6,,,
SHP02753,WH1,FedEx,Chennai,Bangalore,13232,8,,,
SHP02754,WH7,BlueDart,Pune,Hyderabad,6767,2,,,
SHP02755,WH2,UPS,Pune,Hyderabad,15274,3,,,
SHP02756,WH8,UPS,Pune,Hyderabad,5448,3,,,
SHP02757,WH1,DHL,Chennai,Bangalore,4067,9,,,
SHP02758,WH2,BlueDart,Pune,Hyderabad,12101,9,,,
SHP02759,WH3,DHL,Pune,Hyderabad,19617,1,,,
SHP02760,WH1,FedEx,Pune,Hyderabad,16303,7,,,
SHP02761,WH8,UPS,Chennai,Bangalore,19242,3,,,
SHP02762,WH5,UPS,Chennai,Bangalore,2628,4,,,
SHP02763,WH3,DHL,Chennai,Bangalore,17405,2,,,
SHP02764,WH7,UPS,Chennai,Bangalore,8274,1,,,
SHP02765,WH7,FedEx,Mumbai,Delhi,14417,2,,,
SHP02766,WH2,DHL,Pune,Hyderabad,7652,2,,,
SHP02767,WH7,FedEx,Chennai,Bangalore,6603,8,,,
SHP02768,WH1,UPS,Mumbai,Delhi,6132,9,,,
SHP02769,WH7,BlueDart,Mumbai,Delhi,14064,3,,,
SHP02770,WH3,UPS,Mumbai,Delhi,17797,3,,,
SHP02771,WH1,BlueDart,Mumbai,Delhi,14278,8,,,
SHP02772,WH8,BlueDart,Pune,Hyderabad,17651,9,,,
SHP02773,WH2,DHL,Chennai,Bangalore,8154,8,,,
SHP02774,WH2,DHL,Pune,Hyderabad,4811,8,,,
SHP02775,WH5,DHL,Mumbai,Delhi,3189,5,,,
SHP02776,WH6,DHL,Mumbai,Delhi,6575,2,,,
SHP02777,WH7,UPS,Pune,Hyderabad,15163,8,,,
SHP02778,WH1,BlueDart,Mumbai,Delhi,8833,7,,,
SHP02779,WH8,BlueDart,Pune,Hyderabad,19695,8,,,
SHP02780,WH1,BlueDart,Mumbai,Delhi,16685,3,,,
SHP02781,WH8,FedEx,Chennai,Bangalore,10861,5,,,
SHP02782,WH1,BlueDart,Chennai,Bangalore,10832,6,,,
SHP02783,WH3,FedEx,Mumbai,Delhi,13112,4,,,
SHP02784,WH4,FedEx,Chennai,Bangalore,5531,9,,,
SHP02785,WH5,DHL,Mumbai,Delhi,7004,9,,,
SHP02786,WH8,FedEx,Chennai,Bangalore,11012,5,,,
SHP02787,WH3,UPS,Pune,Hyderabad,12696,5,,,
SHP02788,WH1,DHL,Mumbai,Delhi,17532,6,,,
SHP02789,WH4,UPS,Mumbai,Delhi,11177,1,,,
SHP02790,WH5,FedEx,Chennai,Bangalore,2619,2,,,
SHP02791,WH7,BlueDart,Mumbai,Delhi,11814,6,,,
SHP02792,WH3,UPS,Mumbai,Delhi,4523,7,,,
SHP02793,WH8,FedEx,Mumbai,Delhi,7992,8,,,
SHP02794,WH2,DHL,Pune,Hyderabad,16859,4,,,
SHP02795,WH4,UPS,Pune,Hyderabad,15305,8,,,
SHP02796,WH2,FedEx,Pune,Hyderabad,18288,2,,,
SHP02797,WH8,UPS,Mumbai,Delhi,4071,7,,,
SHP02798,WH5,DHL,Mumbai,Delhi,19865,2,,,
SHP02799,WH3,UPS,Pune,Hyderabad,8462,7,,,
SHP02800,WH6,DHL,Pune,Hyderabad,11114,5,,,
SHP02801,WH8,BlueDart,Mumbai,Delhi,6632,4,,,
SHP02802,WH4,BlueDart,Chennai,Bangalore,6252,6,,,
SHP02803,WH4,FedEx,Chennai,Bangalore,12270,1,,,
SHP02804,WH1,FedEx,Pune,Hyderabad,14552,9,,,
SHP02805,WH4,UPS,Mumbai,Delhi,17942,3,,,
SHP02806,WH1,UPS,Mumbai,Delhi,6638,9,,,
SHP02807,WH5,UPS,Pune,Hyderabad,2649,1,,,
SHP02808,WH4,FedEx,Chennai,Bangalore,3816,1,,,
SHP02809,WH5,DHL,Mumbai,Delhi,19241,4,,,
SHP02810,WH3,BlueDart,Pune,Hyderabad,6533,9,,,
SHP02811,WH1,DHL,Pune,Hyderabad,5344,2,,,
SHP02812,WH3,BlueDart,Mumbai,Delhi,19584,8,,,
SHP02813,WH5,UPS,Chennai,Bangalore,10604,7,,,
SHP02814,WH8,UPS,Mumbai,Delhi,4067,7,,,
SHP02815,WH6,FedEx,Chennai,Bangalore,7148,2,,,
SHP02816,WH6,BlueDart,Pune,Hyderabad,9870,1,,,
SHP02817,WH8,FedEx,Chennai,Bangalore,18040,4,,,
SHP02818,WH8,BlueDart,Chennai,Bangalore,4152,4,,,
SHP02819,WH6,FedEx,Pune,Hyderabad,7013,2,,,
SHP02820,WH8,UPS,Pune,Hyderabad,7572,4,,,
SHP02821,WH1,BlueDart,Pune,Hyderabad,5079,3,,,
SHP02822,WH6,FedEx,Mumbai,Delhi,13954,4,,,
SHP02823,WH5,DHL,Chennai,Bangalore,2958,9,,,
SHP02824,WH5,FedEx,Mumbai,Delhi,15840,4,,,
SHP02825,WH4,FedEx,Pune,Hyderabad,15524,1,,,
SHP02826,WH1,BlueDart,Chennai,Bangalore,10978,1,,,
SHP02827,WH7,DHL,Mumbai,Delhi,1449,5,,,
SHP02828,WH6,UPS,Mumbai,Delhi,7384,7,,,
SHP02829,WH8,FedEx,Chennai,Bangalore,17606,3,,,
SHP02830,WH5,UPS,Mumbai,Delhi,12520,3,,,
SHP02831,WH3,BlueDart,Pune,Hyderabad,16823,5,,,
SHP02832,WH7,FedEx,Chennai,Bangalore,12552,6,,,
SHP02833,WH1,FedEx,Chennai,Bangalore,2681,6,,,
SHP02834,WH8,DHL,Chennai,Bangalore,19337,9,,,
SHP02835,WH7,BlueDart,Mumbai,Delhi,5847,1,,,
SHP02836,WH2,DHL,Mumbai,Delhi,4191,5,,,
SHP02837,WH5,FedEx,Pune,Hyderabad,8737,6,,,
SHP02838,WH5,BlueDart,Chennai,Bangalore,19528,8,,,
SHP02839,WH7,BlueDart,Mumbai,Delhi,5746,5,,,
SHP02840,WH2,DHL,Mumbai,Delhi,8921,5,,,
SHP02841,WH8,BlueDart,Chennai,Bangalore,13449,8,,,
SHP02842,WH4,FedEx,Mumbai,Delhi,14763,7,,,
SHP02843,WH5,FedEx,Chennai,Bangalore,2078,9,,,
SHP02844,WH3,FedEx,Chennai,Bangalore,14883,8,,,
SHP02845,WH7,UPS,Pune,Hyderabad,12278,4,,,
SHP02846,WH1,UPS,Chennai,Bangalore,8963,4,,,
SHP02847,WH5,FedEx,Pune,Hyderabad,4142,8,,,
SHP02848,WH3,BlueDart,Mumbai,Delhi,4812,1,,,
SHP02849,WH6,BlueDart,Chennai,Bangalore,2908,7,,,
SHP02850,WH4,UPS,Mumbai,Delhi,10076,2,,,
SHP02851,WH1,DHL,Chennai,Bangalore,5878,2,,,
SHP02852,WH6,UPS,Mumbai,Delhi,5945,6,,,
SHP02853,WH8,BlueDart,Pune,Hyderabad,16643,9,,,
SHP02854,WH2,UPS,Mumbai,Delhi,11891,2,,,
SHP02855,WH3,FedEx,Pune,Hyderabad,16079,5,,,
SHP02856,WH4,DHL,Chennai,Bangalore,17157,5,,,
SHP02857,WH1,BlueDart,Chennai,Bangalore,6794,3,,,
SHP02858,WH6,UPS,Chennai,Bangalore,9714,1,,,
SHP02859,WH7,DHL,Mumbai,Delhi,1553,4,,,
SHP02860,WH8,FedEx,Chennai,Bangalore,3768,4,,,
SHP02861,WH7,FedEx,Mumbai,Delhi,4136,5,,,
SHP02862,WH8,UPS,Mumbai,Delhi,10230,2,,,
SHP02863,WH2,DHL,Pune,Hyderabad,2616,2,,,
SHP02864,WH5,FedEx,Pune,Hyderabad,13983,7,,,
SHP02865,WH6,UPS,Mumbai,Delhi,13907,3,,,
SHP02866,WH7,BlueDart,Pune,Hyderabad,12600,2,,,
SHP02867,WH2,BlueDart,Mumbai,Delhi,7207,2,,,
SHP02868,WH6,BlueDart,Mumbai,Delhi,5163,6,,,
SHP02869,WH5,FedEx,Pune,Hyderabad,5626,9,,,
SHP02870,WH7,BlueDart,Mumbai,Delhi,13302,1,,,
SHP02871,WH2,BlueDart,Mumbai,Delhi,4837,4,,,
SHP02872,WH5,FedEx,Pune,Hyderabad,8403,7,,,
SHP02873,WH5,UPS,Mumbai,Delhi,6405,4,,,
SHP02874,WH1,FedEx,Mumbai,Delhi,18966,2,,,
SHP02875,WH8,BlueDart,Chennai,Bangalore,15422,3,,,
SHP02876,WH5,BlueDart,Chennai,Bangalore,11573,1,,,
SHP02877,WH8,DHL,Mumbai,Delhi,18740,3,,,
SHP02878,WH6,FedEx,Pune,Hyderabad,6110,4,,,
SHP02879,WH3,BlueDart,Chennai,Bangalore,6951,8,,,
SHP02880,WH2,UPS,Mumbai,Delhi,3840,2,,,
SHP02881,WH4,DHL,Mumbai,Delhi,16930,6,,,
SHP02882,WH3,BlueDart,Mumbai,Delhi,19193,7,,,
SHP02883,WH3,FedEx,Mumbai,Delhi,16857,5,,,
SHP02884,WH2,BlueDart,Mumbai,Delhi,13739,9,,,
SHP02885,WH6,FedEx,Mumbai,Delhi,6277,4,,,
SHP02886,WH1,FedEx,Chennai,Bangalore,15011,9,,,
SHP02887,WH5,DHL,Mumbai,Delhi,18435,9,,,
SHP02888,WH7,UPS,Pune,Hyderabad,14460,7,,,
SHP02889,WH5,UPS,Mumbai,Delhi,16667,9,,,
SHP02890,WH2,DHL,Chennai,Bangalore,11777,4,,,
SHP02891,WH5,BlueDart,Pune,Hyderabad,19261,5,,,
SHP02892,WH2,DHL,Chennai,Bangalore,8411,9,,,
SHP02893,WH3,UPS,Chennai,Bangalore,10275,7,,,
SHP02894,WH2,DHL,Pune,Hyderabad,3321,2,,,
SHP02895,WH7,BlueDart,Pune,Hyderabad,18328,8,,,
SHP02896,WH3,FedEx,Pune,Hyderabad,5526,6,,,
SHP02897,WH4,BlueDart,Chennai,Bangalore,19623,7,,,
SHP02898,WH2,FedEx,Chennai,Bangalore,6177,8,,,
SHP02899,WH3,BlueDart,Mumbai,Delhi,3004,5,,,
SHP02900,WH8,FedEx,Mumbai,Delhi,8772,2,,,
SHP02901,WH1,BlueDart,Chennai,Bangalore,18060,4,,,
SHP02902,WH6,DHL,Pune,Hyderabad,12958,8,,,
SHP02903,WH8,DHL,Chennai,Bangalore,18762,7,,,
SHP02904,WH5,DHL,Mumbai,Delhi,15035,6,,,
SHP02905,WH1,FedEx,Mumbai,Delhi,6312,6,,,
SHP02906,WH5,FedEx,Mumbai,Delhi,5319,4,,,
SHP02907,WH3,UPS,Pune,Hyderabad,4796,8,,,
SHP02908,WH4,FedEx,Mumbai,Delhi,2369,5,,,
SHP02909,WH8,FedEx,Mumbai,Delhi,18444,1,,,
SHP02910,WH2,UPS,Mumbai,Delhi,10179,7,,,
SHP02911,WH3,UPS,Mumbai,Delhi,13536,7,,,
SHP02912,WH3,BlueDart,Pune,Hyderabad,4355,4,,,
SHP02913,WH4,UPS,Chennai,Bangalore,13029,3,,,
SHP02914,WH6,UPS,Chennai,Bangalore,2805,2,,,
SHP02915,WH2,FedEx,Chennai,Bangalore,12743,3,,,
SHP02916,WH6,DHL,Chennai,Bangalore,11791,1,,,
SHP02917,WH5,FedEx,Chennai,Bangalore,8487,2,,,
SHP02918,WH3,FedEx,Mumbai,Delhi,5765,5,,,
SHP02919,WH4,BlueDart,Pune,Hyderabad,14277,6,,,
SHP02920,WH4,FedEx,Chennai,Bangalore,7533,3,,,
SHP02921,WH7,UPS,Chennai,Bangalore,15179,2,,,
SHP02922,WH6,UPS,Pune,Hyderabad,10986,9,,,
SHP02923,WH5,FedEx,Chennai,Bangalore,14964,7,,,
SHP02924,WH2,UPS,Mumbai,Delhi,1264,3,,,
SHP02925,WH2,DHL,Pune,Hyderabad,9789,7,,,
SHP02926,WH4,UPS,Mumbai,Delhi,4550,6,,,
SHP02927,WH8,UPS,Mumbai,Delhi,18374,5,,,
SHP02928,WH4,DHL,Pune,Hyderabad,10937,4,,,
SHP02929,WH8,DHL,Mumbai,Delhi,6666,6,,,
SHP02930,WH5,DHL,Pune,Hyderabad,5116,2,,,
SHP02931,WH2,BlueDart,Mumbai,Delhi,6168,8,,,
SHP02932,WH1,UPS,Mumbai,Delhi,11719,5,,,
SHP02933,WH3,UPS,Pune,Hyderabad,4436,8,,,
SHP02934,WH1,UPS,Pune,Hyderabad,13097,4,,,
SHP02935,WH7,DHL,Mumbai,Delhi,2109,6,,,
SHP02936,WH1,BlueDart,Mumbai,Delhi,9349,7,,,
SHP02937,WH8,UPS,Chennai,Bangalore,3153,7,,,
SHP02938,WH3,BlueDart,Chennai,Bangalore,3175,4,,,
SHP02939,WH3,FedEx,Mumbai,Delhi,1350,6,,,
SHP02940,WH7,BlueDart,Chennai,Bangalore,12114,5,,,
SHP02941,WH7,FedEx,Chennai,Bangalore,6692,7,,,
SHP02942,WH3,UPS,Chennai,Bangalore,1066,8,,,
SHP02943,WH3,DHL,Chennai,Bangalore,12949,7,,,
SHP02944,WH3,BlueDart,Mumbai,Delhi,6089,9,,,
SHP02945,WH5,UPS,Mumbai,Delhi,2682,7,,,
SHP02946,WH8,BlueDart,Mumbai,Delhi,1026,4,,,
SHP02947,WH3,FedEx,Pune,Hyderabad,11015,8,,,
SHP02948,WH6,UPS,Pune,Hyderabad,11159,1,,,
SHP02949,WH7,FedEx,Mumbai,Delhi,12036,1,,,
SHP02950,WH4,UPS,Chennai,Bangalore,8492,6,,,
SHP02951,WH8,BlueDart,Chennai,Bangalore,14139,2,,,
SHP02952,WH8,DHL,Mumbai,Delhi,5583,4,,,
SHP02953,WH8,DHL,Chennai,Bangalore,3304,8,,,
SHP02954,WH2,FedEx,Pune,Hyderabad,13157,2,,,
SHP02955,WH8,DHL,Mumbai,Delhi,16814,3,,,
SHP02956,WH1,FedEx,Mumbai,Delhi,7672,8,,,
SHP02957,WH3,FedEx,Mumbai,Delhi,7623,3,,,
SHP02958,WH8,UPS,Chennai,Bangalore,3955,8,,,
SHP02959,WH4,FedEx,Mumbai,Delhi,3535,3,,,
SHP02960,WH2,DHL,Chennai,Bangalore,16615,2,,,
SHP02961,WH2,DHL,Mumbai,Delhi,19536,9,,,
SHP02962,WH7,DHL,Pune,Hyderabad,19997,5,,,
SHP02963,WH6,FedEx,Mumbai,Delhi,2720,4,,,
SHP02964,WH3,DHL,Chennai,Bangalore,4884,4,,,
SHP02965,WH7,UPS,Mumbai,Delhi,8817,6,,,
SHP02966,WH4,DHL,Pune,Hyderabad,9478,8,,,
SHP02967,WH8,BlueDart,Pune,Hyderabad,2094,9,,,
SHP02968,WH1,UPS,Chennai,Bangalore,1197,7,,,
SHP02969,WH6,UPS,Pune,Hyderabad,19359,1,,,
SHP02970,WH6,UPS,Mumbai,Delhi,13039,8,,,
SHP02971,WH2,FedEx,Mumbai,Delhi,14420,9,,,
SHP02972,WH4,BlueDart,Mumbai,Delhi,14747,7,,,
SHP02973,WH6,FedEx,Mumbai,Delhi,5795,7,,,
SHP02974,WH1,UPS,Pune,Hyderabad,18705,5,,,
